212.000000 110.000000 30.000000
217.000000 112.000000 30.000000
222.000000 116.000000 29.000000

217.000000 112.000000 29.000000
206.000000 109.000000 30.000000
222.000000 116.000000 29.000000

206.000000 109.000000 30.000000
212.000000 110.000000 30.000000
222.000000 116.000000 29.000000

206.000000 106.000000 29.000000
206.000000 109.000000 30.000000
211.000000 108.000000 29.000000

211.000000 108.000000 29.000000
206.000000 109.000000 30.000000
217.000000 112.000000 29.000000

217.000000 112.000000 30.000000
223.000000 116.000000 30.000000
222.000000 116.000000 29.000000

226.000000 120.000000 29.000000
223.000000 116.000000 30.000000
230.000000 124.000000 29.000000

223.000000 116.000000 30.000000
229.000000 121.000000 30.000000
230.000000 124.000000 29.000000

229.000000 121.000000 30.000000
233.000000 125.000000 30.000000
230.000000 124.000000 29.000000

236.000000 130.000000 29.000000
233.000000 125.000000 30.000000
239.000000 135.000000 29.000000

233.000000 125.000000 30.000000
238.000000 129.000000 30.000000
239.000000 135.000000 29.000000

239.000000 135.000000 29.000000
245.000000 137.000000 30.000000
242.000000 139.000000 29.000000

242.000000 132.000000 30.000000
245.000000 137.000000 30.000000
239.000000 135.000000 29.000000

238.000000 129.000000 30.000000
242.000000 132.000000 30.000000
239.000000 135.000000 29.000000

249.000000 140.000000 30.000000
254.000000 143.000000 30.000000
249.000000 147.000000 29.000000

254.000000 143.000000 30.000000
259.000000 145.000000 30.000000
254.000000 149.000000 29.000000

259.000000 150.000000 29.000000
263.000000 142.000000 30.000000
262.000000 146.000000 29.000000

259.000000 145.000000 30.000000
263.000000 142.000000 30.000000
259.000000 150.000000 29.000000

262.000000 146.000000 29.000000
263.000000 142.000000 30.000000
265.000000 142.000000 29.000000

265.000000 142.000000 29.000000
265.000000 136.000000 30.000000
257.000000 127.000000 29.000000

252.000000 121.000000 29.000000
251.500000 122.500000 30.000000
246.000000 115.000000 29.000000

246.000000 143.000000 29.000000
245.000000 137.000000 30.000000
249.000000 147.000000 29.000000

245.000000 137.000000 30.000000
249.000000 140.000000 30.000000
249.000000 147.000000 29.000000

242.000000 139.000000 29.000000
245.000000 137.000000 30.000000
246.000000 143.000000 29.000000

257.000000 127.000000 29.000000
265.000000 136.000000 30.000000
252.000000 121.000000 29.000000

265.000000 136.000000 30.000000
251.500000 122.500000 30.000000
252.000000 121.000000 29.000000

246.000000 115.000000 29.000000
229.000000 100.000000 30.000000
239.000000 109.000000 29.000000

251.500000 122.500000 30.000000
229.000000 100.000000 30.000000
246.000000 115.000000 29.000000

234.000000 105.000000 29.000000
229.000000 100.000000 30.000000
228.000000 100.000000 29.000000

239.000000 109.000000 29.000000
229.000000 100.000000 30.000000
234.000000 105.000000 29.000000

228.000000 100.000000 29.000000
229.000000 100.000000 30.000000
217.000000 96.000000 29.000000

229.000000 100.000000 30.000000
218.000000 98.000000 30.000000
217.000000 96.000000 29.000000

218.000000 98.000000 30.000000
207.000000 92.000000 30.000000
217.000000 96.000000 29.000000

200.000000 105.000000 29.000000
206.000000 109.000000 30.000000
206.000000 106.000000 29.000000

189.000000 107.000000 29.000000
206.000000 109.000000 30.000000
194.000000 106.000000 29.000000

196.000000 106.000000 30.000000
206.000000 109.000000 30.000000
189.000000 107.000000 29.000000

194.000000 106.000000 29.000000
206.000000 109.000000 30.000000
199.000000 106.000000 29.000000

199.000000 106.000000 29.000000
206.000000 109.000000 30.000000
200.000000 105.000000 29.000000

140.793304 103.936302 29.000000
140.000000 101.000000 30.000000
135.000000 107.000000 29.000000

140.000000 101.000000 30.000000
142.000000 106.000000 30.000000
135.000000 107.000000 29.000000

139.000000 110.000000 29.000000
147.000000 107.000000 30.000000
144.000000 110.000000 29.000000

142.000000 106.000000 30.000000
147.000000 107.000000 30.000000
139.000000 110.000000 29.000000

140.000000 101.000000 30.000000
140.793304 103.936302 29.000000
152.000000 98.000000 29.000000

144.000000 110.000000 29.000000
152.000000 107.000000 30.000000
149.000000 109.000000 29.000000

147.000000 107.000000 30.000000
152.000000 107.000000 30.000000
144.000000 110.000000 29.000000

149.000000 109.000000 29.000000
157.000000 106.000000 30.000000
154.000000 107.000000 29.000000

152.000000 107.000000 30.000000
157.000000 106.000000 30.000000
149.000000 109.000000 29.000000

154.000000 107.000000 29.000000
157.000000 106.000000 30.000000
174.000000 107.000000 29.000000

157.000000 106.000000 30.000000
162.000000 105.000000 30.000000
174.000000 107.000000 29.000000

175.000000 92.000000 29.000000
159.521637 95.762489 30.000000
152.000000 98.000000 29.000000

162.000000 105.000000 30.000000
167.000000 104.000000 30.000000
174.000000 107.000000 29.000000

167.000000 104.000000 30.000000
172.000000 105.000000 30.000000
174.000000 107.000000 29.000000

172.000000 105.000000 30.000000
177.000000 105.000000 30.000000
174.000000 107.000000 29.000000

177.000000 105.000000 30.000000
182.000000 105.000000 30.000000
179.000000 107.000000 29.000000

184.000000 107.000000 29.000000
187.000000 105.000000 30.000000
189.000000 107.000000 29.000000

190.000000 105.000000 30.000000
196.000000 106.000000 30.000000
189.000000 107.000000 29.000000

263.000000 142.000000 30.000000
265.000000 136.000000 30.000000
265.000000 142.000000 29.000000

159.521637 95.762489 30.000000
140.000000 101.000000 30.000000
152.000000 98.000000 29.000000

181.000000 90.000000 30.000000
159.521637 95.762489 30.000000
175.000000 92.000000 29.000000

182.000000 105.000000 30.000000
187.000000 105.000000 30.000000
184.000000 107.000000 29.000000

207.000000 92.000000 30.000000
181.000000 90.000000 30.000000
205.000000 93.000000 29.000000

187.000000 105.000000 30.000000
190.000000 105.000000 30.000000
189.000000 107.000000 29.000000

254.000000 149.000000 29.000000
249.000000 147.000000 29.000000
254.000000 143.000000 30.000000

259.000000 150.000000 29.000000
254.000000 149.000000 29.000000
259.000000 145.000000 30.000000

236.000000 130.000000 29.000000
230.000000 124.000000 29.000000
233.000000 125.000000 30.000000

226.000000 120.000000 29.000000
222.000000 116.000000 29.000000
223.000000 116.000000 30.000000

205.000000 93.000000 29.000000
217.000000 96.000000 29.000000
207.000000 92.000000 30.000000

139.000000 110.000000 29.000000
135.000000 107.000000 29.000000
142.000000 106.000000 30.000000

179.000000 107.000000 29.000000
174.000000 107.000000 29.000000
177.000000 105.000000 30.000000

184.000000 107.000000 29.000000
179.000000 107.000000 29.000000
182.000000 105.000000 30.000000

175.000000 92.000000 29.000000
205.000000 93.000000 29.000000
181.000000 90.000000 30.000000

246.000000 143.000000 29.000000
249.000000 147.000000 29.000000
254.000000 149.000000 29.000000

246.000000 143.000000 29.000000
254.000000 149.000000 29.000000
262.000000 146.000000 29.000000

254.000000 149.000000 29.000000
259.000000 150.000000 29.000000
262.000000 146.000000 29.000000

246.000000 143.000000 29.000000
262.000000 146.000000 29.000000
265.000000 142.000000 29.000000

239.000000 135.000000 29.000000
242.000000 139.000000 29.000000
257.000000 127.000000 29.000000

242.000000 139.000000 29.000000
246.000000 143.000000 29.000000
257.000000 127.000000 29.000000

246.000000 143.000000 29.000000
265.000000 142.000000 29.000000
257.000000 127.000000 29.000000

236.000000 130.000000 29.000000
239.000000 135.000000 29.000000
252.000000 121.000000 29.000000

239.000000 135.000000 29.000000
257.000000 127.000000 29.000000
252.000000 121.000000 29.000000

230.000000 124.000000 29.000000
236.000000 130.000000 29.000000
246.000000 115.000000 29.000000

236.000000 130.000000 29.000000
252.000000 121.000000 29.000000
246.000000 115.000000 29.000000

226.000000 120.000000 29.000000
230.000000 124.000000 29.000000
239.000000 109.000000 29.000000

230.000000 124.000000 29.000000
246.000000 115.000000 29.000000
239.000000 109.000000 29.000000

222.000000 116.000000 29.000000
226.000000 120.000000 29.000000
234.000000 105.000000 29.000000

226.000000 120.000000 29.000000
239.000000 109.000000 29.000000
234.000000 105.000000 29.000000

217.000000 112.000000 29.000000
222.000000 116.000000 29.000000
228.000000 100.000000 29.000000

222.000000 116.000000 29.000000
234.000000 105.000000 29.000000
228.000000 100.000000 29.000000

206.000000 106.000000 29.000000
211.000000 108.000000 29.000000
217.000000 96.000000 29.000000

211.000000 108.000000 29.000000
217.000000 112.000000 29.000000
217.000000 96.000000 29.000000

217.000000 112.000000 29.000000
228.000000 100.000000 29.000000
217.000000 96.000000 29.000000

206.000000 106.000000 29.000000
217.000000 96.000000 29.000000
205.000000 93.000000 29.000000

135.000000 107.000000 29.000000
139.000000 110.000000 29.000000
140.793304 103.936302 29.000000

139.000000 110.000000 29.000000
144.000000 110.000000 29.000000
140.793304 103.936302 29.000000

149.000000 109.000000 29.000000
152.000000 98.000000 29.000000
140.793304 103.936302 29.000000

144.000000 110.000000 29.000000
149.000000 109.000000 29.000000
